observation.date,common.name,observation.count,juvenile.count,egg.count,phenological.stage,unclear how many eggs,problematic,breed,behaviour,notes,age.sex,breeding.code,breeding.category,behavior.code,breeding.possibility,sampling.time,survey.id,doy,spec.code,time,num.observers,sampling.effort,effort.multiplier,observers,date,period,year,month,day,survey.num,transect,start.time,end.time,rec.num,end.time.filled,transect.id,scientific.name,locality,protocol.type
2007-08-18,Black Guillemot,NA,0,0,nest_w_chicks,NA,NA,NA,NA,Somehow missed writing down the count. Banded nestlings in 4 nests.,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-08-19,Black Guillemot,27,NA,NA,NA,NA,NA,NA,NA,,"Unknown Sex, Adult (27)",NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2007-08-17,Common Eider,8,6,0,nest_w_chicks,NA,NA,NA,NA,ad. fem with 4 young; and ad. fem with 2 young.,"Female, Adult (2); Unknown Sex, Juvenile (6)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2008-08-16,Black Guillemot,35,NA,NA,NA,NA,NA,NA,NA,,"Unknown Sex, Adult (35)",NY,C4,NY,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-15,Common Eider,3,2,0,nest_w_chicks,NA,NA,NA,NA,ad fem with 2 young.,"Female, Adult (1); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-16,Common Eider,65,5,0,nest_w_chicks,NA,NA,NA,NA,includes ad fem with 5 juvs.,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-19,Common Eider,20,8,0,nest_w_chicks,NA,NA,NA,NA,includes ad fem. with 8 young.,"Unknown Sex, Juvenile (8); Female, Adult (1)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-15,Common Redpoll,10,1,0,nest_w_chicks,NA,NA,NA,NA,includes adult female feeding juv.,"Female, Adult (1); Unknown Sex, Juvenile (1)",FY,C4,FY,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-21,Snowy Owl,3,2,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-15,Snowy Owl,3,2,0,nest_w_chicks,NA,NA,NA,NA,"1 adult with 2 juveniles -- still downy, from a local nest.","Unknown Sex, Adult (1); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2008-08-17,Snowy Owl,4,2,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (2); Unknown Sex, Adult (2)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2008-08-20,Snowy Owl,3,2,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-17,Black Guillemot,34,4,0,nest_w_chicks,NA,NA,NA,NA,30 adults; plus banded 4 chicks in nests.,"Unknown Sex, Juvenile (4); Unknown Sex, Adult (30)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-18,Black Guillemot,51,3,0,nest_w_chicks,NA,NA,NA,NA,48 adults + banded 3 chicks.,"Unknown Sex, Adult (48); Unknown Sex, Juvenile (3)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-17,Common Eider,8,4,0,nest_w_chicks,NA,NA,NA,NA,"ad fem with 4 young, plus 2 ad males.","Female, Adult (1); Unknown Sex, Juvenile (4); Male, Adult (2)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-15,Common Eider,60,10,0,nest_w_chicks,NA,NA,NA,NA,includes 2 ad fem. with 4 & 6 young each (2 broods).,"Unknown Sex, Juvenile (10); Female, Adult (2)",FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-18,Common Eider,20,10,0,nest_w_chicks,NA,NA,NA,NA,includes 2 ad fem with 10 young.,"Female, Adult (2); Unknown Sex, Juvenile (10)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-15,Semipalmated Plover,6,2,0,nest_w_chicks,NA,NA,NA,NA,includes 1 adult with 2 nearly-grown juvs.,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2009-08-16,Semipalmated Plover,6,4,0,nest_w_chicks,NA,NA,NA,NA,2 ad + 4 local young still downy.,"Unknown Sex, Juvenile (4); Unknown Sex, Adult (2)",FL,C4,FL,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2010-06-18,American Pipit,1,NA,NA,NA,NA,NA,NA,NA,,"Unknown Sex, Adult (1)",CF,C4,CF,Confirmed,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-06-15,American Pipit,1,NA,NA,NA,NA,NA,NA,NA,carrying food.,,CF,C4,CF,Confirmed,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-06-19,American Pipit,5,0,6,nest_w_eggs,NA,Y,NA,NA,"5 females flushed from five nests all containing eggs (4, 7, 5, 6, 6 eggs).","Female, Adult (5)",NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Bell Bluff--east,Traveling
2010-06-17,Common Eider,30,0,8,nest_w_eggs,NA,NA,NA,NA,15 pairs. Found COEI nest with 8 eggs.,,NE,C4,NE,Confirmed,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-06-16,Common Redpoll,4,3,2,nest_w_eggs_chicks,NA,NA,NA,NA,2 pairs. CORE nest; fem sitting on grass cup nest built on a propane tank beside bone house. Second CORE nest; fem sitting on 3 tiny young and 2 eggs in root base of driftlog on beach.,"Male, Adult (1); Female, Adult (2)",NE,C4,NE,Confirmed,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-06-19,Glaucous Gull,10,0,1,nest_w_eggs,NA,NA,NA,NA,abandoned nest with 1 egg on beach.,,NE,C4,NE,Confirmed,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larus hyperboreus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2010-06-19,Parasitic Jaeger,2,0,NA,nest_w_eggs,Y,NA,NA,NA,at nest with eggs.,"Female, Adult (1); Male, Adult (1)",NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stercorarius parasiticus,Qikiqtaruk--jaeger wetland,Traveling
2010-06-19,Peregrine Falcon,3,0,4,nest_w_eggs,NA,NA,NA,NA,including a pair at a nest with 4 eggs.,"Male, Adult (1); Unknown Sex, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--Bell Bluff--east,Traveling
2010-06-19,Red-throated Loon,10,0,0,nest,NA,NA,NA,NA,including a pair at a nest (no eggs yet) on a small pond.,"Unknown Sex, Adult (10)",ON,C4,ON,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavia stellata,Qikiqtaruk--Bell Bluff--east,Traveling
2010-06-16,Rough-legged Hawk,2,0,0,nest,NA,NA,NA,NA,pair at nest.,"Female, Adult (1); Male, Adult (1)",ON,C4,ON,Confirmed,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-06-19,Rough-legged Hawk,8,0,5,nest_w_eggs,NA,NA,NA,NA,"pairs at 4 nests containing eggs (4,3,5,5 eggs).","Male, Adult (4); Female, Adult (4)",NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Traveling
2010-06-19,Sandhill Crane,2,0,2,nest_w_eggs,NA,NA,NA,NA,"two nests found containing one egg, and two eggs.","Female, Adult (2)",NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antigone canadensis,Qikiqtaruk--Bell Bluff--east,Traveling
2010-06-19,Savannah Sparrow,15,0,6,nest_w_eggs,NA,NA,NA,NA,Nest with 6 eggs.,,NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Passerculus sandwichensis,Qikiqtaruk--Bell Bluff--east,Traveling
2010-06-20,Semipalmated Plover,8,0,0,nest,NA,NA,NA,NA,4 pairs including 3 nests.,"Male, Adult (4); Female, Adult (4)",NE,C4,NE,Confirmed,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-06-15,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,"3 pairs. Nest on grave beach, 4 eggs.",,NE,C4,NE,Confirmed,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-08-14,Black Guillemot,38,3,0,nest_w_chicks,NA,NA,NA,NA,"35 adults, 3 chicks.","Unknown Sex, Juvenile (3); Unknown Sex, Adult (35)",NY,C4,NY,Confirmed,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2010-08-17,Black Guillemot,36,6,0,nest_w_chicks,NA,NA,NA,NA,30 adults + 6 banded juvs.,"Unknown Sex and Age (30); Unknown Sex, Juvenile (6)",NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2010-08-13,Common Eider,83,40,0,nest_w_chicks,NA,NA,NA,NA,3 ad fem with 40 young + 40 along coast towards Collinson.,"Unknown Sex, Juvenile (40); Female, Adult (3)",FL,C4,FL,Confirmed,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2011-06-04,American Pipit,8,0,9,nest_w_eggs,NA,NA,NA,NA,4 pair. Two nests: 5 eggs & 4eggs.,"Female, Adult (4); Male, Adult (4)",NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2011-06-05,Baird's Sandpiper,2,NA,NA,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2011-06-03,Baird's Sandpiper,2,0,4,nest_w_eggs,NA,NA,NA,NA,one nest with 4 eggs found.,"Male, Adult (1)",NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--raptor survey--leg1,Traveling
2011-06-04,Baird's Sandpiper,1,0,4,nest_w_eggs,NA,NA,NA,NA,BASA nest with 4 eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--Ice Creek--east,Traveling
2011-06-03,Horned Lark,2,0,5,nest_w_eggs,NA,NA,NA,NA,Pair; fem on nest with 5 eggs.,"Male, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--raptor survey--leg1,Traveling
2011-06-04,Lapland Longspur,20,0,5,nest_w_eggs,NA,NA,NA,NA,LALO nest with 5 eggs.,,NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2011-06-04,Long-tailed Jaeger,2,0,2,nest_w_eggs,NA,NA,NA,NA,pair. Nest with 2 eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stercorarius longicaudus,Qikiqtaruk--Ice Creek--east,Traveling
2011-06-03,Peregrine Falcon,2,0,2,nest_w_eggs,NA,NA,NA,NA,pair. Nest with 2 eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--Bell Bluff--east,Traveling
2011-06-04,Semipalmated Sandpiper,8,0,3,nest_w_eggs,NA,NA,NA,NA,4 pairs. Nest with 3 eggs.,"Female, Adult (4); Male, Adult (4)",NE,C4,NE,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2011-06-06,Semipalmated Sandpiper,8,0,3,nest_w_eggs,NA,NA,NA,NA,SESA nest with 3 eggs.,,NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2011-06-03,Snowy Owl,2,NA,NA,NA,NA,NA,NA,NA,,"Male, Adult (1); Female, Adult (1)",NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--raptor survey--leg1,Traveling
2011-06-06,Snowy Owl,2,NA,NA,nest,Y,NA,NA,NA,at nest.,"Female, Adult (1); Male, Adult (1)",NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Pauline Cove/Simpson Point,Stationary
2011-06-04,Snowy Owl,2,NA,NA,nest,NA,NA,NA,NA,on nest at Ice Creek.,"Female, Adult (1); Male, Adult (1)",NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2011-08-20,Black Guillemot,20,NA,NA,nest_w_chicks,NA,NA,NA,NA,banded 22 nestlings in 14 nests.,"Unknown Sex, Adult (20)",NY,C4,NY,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2011-08-21,Common Eider,70,30,0,nest_w_chicks,NA,NA,NA,NA,"includes 3 broods of 14, 6, and 10 young.","Unknown Sex, Juvenile (30)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Historical
2011-08-22,Lapland Longspur,2,1,0,nest_w_chicks,NA,NA,NA,NA,1 ad. with short-tailed juv.,"Unknown Sex, Juvenile (1); Unknown Sex, Adult (1)",FL,C4,FL,Confirmed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Bell Bluff--east,Historical
2012-06-11,American Pipit,1,0,6,nest_w_eggs,NA,NA,NA,NA,female flushed from nest with 6 eggs.,,NE,C4,NE,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Traveling
2012-06-12,American Pipit,1,0,6,nest_w_eggs,NA,NA,NA,NA,Flushed from nest with 6 eggs.,,NE,C4,NE,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Traveling
2012-06-13,American Pipit,4,0,6,nest_w_eggs,NA,NA,NA,NA,1 Nest with 6 eggs.,,NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2012-06-10,American Pipit,6,0,6,nest_w_eggs,NA,NA,NA,NA,Nest with 6 eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Bell Bluff--east,Traveling
2012-06-13,Baird's Sandpiper,4,0,4,nest_w_eggs,NA,NA,NA,NA,"Two Baird's Sandpiper nests found, each with 4 eggs on dry sloping tundra.",,NE,C4,NE,Confirmed,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris bairdii,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-06-10,Greater White-fronted Goose,16,0,7,nest_w_eggs,NA,NA,NA,NA,Nest with 7 eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Bell Bluff--east,Traveling
2012-06-13,Lapland Longspur,2,0,5,nest_w_eggs,NA,NA,NA,NA,Nest with 5 eggs.,,NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Ice Creek--east,Traveling
2012-06-10,Peregrine Falcon,3,1,4,nest_w_eggs_chicks,NA,NA,NA,NA,2 ads. and a first-year bird. Nest with 4 eggs.,"Unknown Sex, Adult (2); Unknown Sex, Immature (1)",NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--Bell Bluff--east,Traveling
2012-06-10,Rough-legged Hawk,8,NA,NA,nest_w_eggs,Y,NA,NA,NA,4 nests with eggs.,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Traveling
2012-06-13,Sandhill Crane,8,NA,NA,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antigone canadensis,Qikiqtaruk--Ice Creek--east,Traveling
2012-06-08,Semipalmated Plover,4,0,4,nest_w_eggs,NA,NA,NA,NA,nest with 4 eggs.,,NE,C4,NE,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-06-14,Snow Bunting,6,NA,NA,nest_w_chicks,NA,NA,NA,NA,"Female Snow Bunting out collecting food and carrying to nests. There are 3 pairs of Snow Buntings, with nests found in the eves of the Bone House and Mission House. Egg shells from nest found 2 days ago.","Male, Adult (3); Female, Adult (3)",NY,C4,NY,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-06-12,Snow Bunting,6,NA,NA,nest_w_chicks,NA,NA,NA,NA,Snow Bunting fresh egg shells found today.,,ON,C4,ON,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-08-17,Black Guillemot,52,NA,NA,NA,NA,NA,NA,NA,exact count.,,NY,C4,NY,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-08-18,Black Guillemot,60,8,0,nest_w_chicks,NA,NA,NA,NA,52 adults + 8 juv in nests banded.,"Unknown Sex, Adult (52); Unknown Sex, Juvenile (8)",NY,C4,NY,Confirmed,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-08-24,Black Guillemot,31,1,0,nest_w_chicks,NA,NA,NA,NA,"30 adults, and the first fledged juvenile on the ocean.","Unknown Sex, Juvenile (1); Unknown Sex, Adult (30)",NY,C4,NY,Confirmed,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cepphus grylle,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-08-24,Common Eider,30,NA,NA,nest_w_chicks,NA,NA,NA,NA,includes 3 ad fems with broods.,,FL,C4,FL,Confirmed,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2012-08-20,Common Eider,40,6,0,nest_w_chicks,NA,NA,NA,NA,includes ad fem with 6 young.,"Unknown Sex, Juvenile (6); Female, Adult (1)",FL,C4,FL,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Avadlek Spit,Traveling
2012-08-17,Common Eider,15,6,0,nest_w_chicks,NA,NA,NA,NA,includes ad fem. with 6 young.,"Unknown Sex, Juvenile (6); Female, Adult (1)",FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
